Metrics,LoadPoint, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Total consumed energy (Joule),0, ,1.2343653593887892E16,1.3707852220574974E16,1.2260195425359736E16,1.1866038753855956E16,1.208233663363182E16,1.27076645188527E16,1.314357420990805E16,1.1429574401758094E16,1.2374835719269296E16,1.0977839209261312E16
Total consumed energy (Joule),1, ,6.864928432532933E15,5.628530607949772E15,5.515801017603707E15,7.349700066254409E15,5.066285147699847E15,5.710804359732625E15,5.563381822433314E15,6.383481676688738E15,5.656925972532141E15,7.82761060062063E15
Total consumed energy (Joule),2, ,3.8284439053039845E15,4.137772920967237E15,3.777923131929725E15,3.610488172690307E15,3.7255175802549155E15,3.7377410881547265E15,3.520707962146909E15,3.9484952632627835E15,4.2448088826321895E15,4.349267228970145E15
Total consumed energy (Joule),3, ,2.850077091604641E15,3.433134159244062E15,2.953313528457344E15,2.822076810054695E15,2.752380719695633E15,2.5146924412339065E15,3.2932122567465085E15,2.577177819200915E15,2.75025743781444E15,2.7737717971981045E15


Average power consumption (Watt),0, ,3.0801680767189827E9,3.080158894743833E9,3.0801666690343485E9,3.0801698139181905E9,3.0801676718915386E9,3.080165917305157E9,3.0801619089398656E9,3.0801734821496716E9,3.080166436425337E9,3.080177230481429E9
Average power consumption (Watt),1, ,3.080227560924929E9,3.080260955501804E9,3.080264371284046E9,3.0802198725893126E9,3.0802789375452256E9,3.0802590112769513E9,3.080261522509301E9,3.0802392181103196E9,3.0802586479456716E9,3.0802106152675605E9
Average power consumption (Watt),2, ,3.080335325194195E9,3.0803137893388815E9,3.0803376542056084E9,3.0803487160410447E9,3.0803434423646092E9,3.080338101467974E9,3.08035538500566E9,3.0803256660694056E9,3.080309363178915E9,3.080305652813336E9
Average power consumption (Watt),3, ,3.0804127358904266E9,3.0803556003015924E9,3.0804010164160786E9,3.080416229306061E9,3.08042436694638E9,3.0804585521719213E9,3.0803735376131005E9,3.080446462981366E9,3.080424757019439E9,3.0804183266569533E9


Energy efficiency (bits/Joule),0, ,2655.01735258534,2393.243865036158,2654.7162801310733,2724.3195246488917,2710.5271124022374,2580.0276358501105,2483.1287387498737,2864.723660605667,2649.0314966530036,3011.6048282164934
Energy efficiency (bits/Joule),1, ,4759.893174972884,5819.1475567275,5942.11387988902,4489.660352541495,6430.608796398579,5766.092993745439,5859.949261112554,5109.058908190125,5828.3215130663475,4151.335728929781
Energy efficiency (bits/Joule),2, ,8499.126706625011,7756.462423994137,8478.032806729367,8943.902776491863,8762.481807471506,8686.466538363002,9228.07114246219,8152.935865408059,7613.083336929437,7393.8287266975385
Energy efficiency (bits/Joule),3, ,11103.108962734244,9238.459480866051,10724.154245589652,11278.98438883555,11528.151446290913,12651.05241729093,9675.380779788247,12309.668063404051,11533.262747025905,11386.359954656828


Total data transmitted (bits),0, ,3.2772614486074753E19,3.2806233229713326E19,3.2547340393290998E19,3.2326881057370186E19,3.2749501026629825E19,3.278612564575186E19,3.263718685051434E19,3.2742572219369275E19,3.2781329586250994E19,3.30609135659957E19
Total data transmitted (bits),1, ,3.2676325992690803E19,3.275325013521687E19,3.2775517785408967E19,3.2997656990534017E19,3.257929783586211E19,3.29290290073052E19,3.2601135199655113E19,3.2613583925555036E19,3.2970383343532847E19,3.2495039558505923E19
Total data transmitted (bits),2, ,3.2538429840384848E19,3.2094480180502835E19,3.2029356253801964E19,3.2291855192215867E19,3.264478002039896E19,3.2467762891320545E19,3.2489343546524754E19,3.2191828646248985E19,3.2316083772817183E19,3.215773697764366E19
Total data transmitted (bits),3, ,3.1644716500279038E19,3.1716870822553407E19,3.167178981476318E19,3.1830160284701733E19,3.1729861774502433E19,3.1813505887415443E19,3.1863082572688245E19,3.1724203494730805E19,3.1719441652276195E19,3.1583164114972996E19


Total energy consumption by transponders (Joule),0, ,3.3340761082742084E11,3.29393127158395E11,3.255504172733103E11,3.27199221418895E11,3.24761380216879E11,3.3433097926618207E11,3.2869557411673474E11,3.2877526785064264E11,3.276600099845963E11,3.291397410420914E11
Total energy consumption by transponders (Joule),1, ,3.1799414786601044E11,3.2174103607976605E11,3.2141338787248376E11,3.2210526637333984E11,3.191759184909404E11,3.228396221996588E11,3.1904100290101843E11,3.198499952332002E11,3.191265790814575E11,3.1952578443927155E11
Total energy consumption by transponders (Joule),2, ,3.1126980540829083E11,3.0749297914408545E11,3.100184543691234E11,3.092432038000352E11,3.127179332335785E11,3.072637658771577E11,3.091750815012607E11,3.0865004467007874E11,3.093482113447263E11,3.117222997785672E11
Total energy consumption by transponders (Joule),3, ,3.0334070230577423E11,3.017246174133484E11,3.030936392720888E11,3.035606629627155E11,3.03333961336696E11,3.050424377976064E11,3.086024398749728E11,3.0250927928452875E11,3.034481846764765E11,3.002530288974277E11


Total energy consumption by OXCs (Joule),0, ,1.234302684012839E16,1.3707197060233562E16,1.2259578512038558E16,1.1865429559131408E16,1.2081724736246226E16,1.270702819081619E16,1.3142933157496492E16,1.1428974003852308E16,1.2374213971912564E16,1.0977249182639316E16
Total energy consumption by OXCs (Joule),1, ,6.864447296944654E15,5.62807510927227E15,5.515348525650534E15,7.34920329876674E15,5.065845576167778E15,5.710345807211734E15,5.562930572023353E15,6.383010127158013E15,5.656472413417206E15,7.827105054733149E15
Total energy consumption by OXCs (Joule),2, ,3.8280416577106335E15,4.1373670987273395E15,3.777523336313114E15,3.6100931314946265E15,3.725116330671867E15,3.7373450021107215E15,3.520315122750521E15,3.948092782277919E15,4.2443986614325875E15,4.348852151225467E15
Total energy consumption by OXCs (Joule),3, ,2.8497060243796425E15,3.4327508513768415E15,2.9529402548158325E15,2.8217061883171855E15,2.7520119810222675E15,2.514327642924208E15,3.2928253965452615E15,2.576814068988305E15,2.749888635381416E15,2.7734056310125975E15


Total energy consumption by Amplifiers (Joule),0, ,2.933461488358355E11,3.257672142363726E11,2.913629038839249E11,2.819955032535484E11,2.871360055015225E11,3.0199705722146747E11,3.123568372730143E11,2.716226378342797E11,2.940873466895444E11,2.6088688084754276E11
Total energy consumption by Amplifiers (Joule),1, ,1.631414404689352E11,1.3375764146411418E11,1.310785652857055E11,1.7466222123863028E11,1.203956136216576E11,1.3571289868871358E11,1.3220940703449388E11,1.5169953553811215E11,1.3443253587341573E11,1.8602010301677203E11
Total energy consumption by Amplifiers (Joule),2, ,9.097778789735588E10,9.832926076009084E10,8.977716221456683E10,8.579799191716255E10,8.85316497907517E10,8.88222781526926E10,8.366431486562987E10,9.383094016797441E10,1.0087298825336505E11,1.0335544489549092E11
Total energy consumption by Amplifiers (Joule),3, ,6.772652270740375E10,8.15832498144239E10,7.018000225652333E10,6.7061074581645424E10,6.540471204019275E10,5.9755871919956955E10,7.825776135599384E10,6.124093329735259E10,6.535424830269474E10,6.591315659884789E10


